,DATE,PRICE,Volume,RETURN_1,RETURN_5,RETURN_10,RETURN_21
2456,2014-07-02,143.889999,250000,0.004725887863825884,-0.009312641665943588,-0.013621558229352626,-0.04454793970774851
2457,2014-07-03,144.570007,180800,-0.008715562972892443,-0.022134688006205994,-0.014733381039402027,-0.033340297202863134
2458,2014-07-07,143.309998,395700,-0.0011862326590781347,-0.004396099426363875,-0.004675172767778735,-0.04591446578626013
2459,2014-07-08,143.139999,180900,0.006357440312683149,-0.008383379966350302,0.00426156912296749,-0.041567675293891826
2460,2014-07-09,144.050003,123300,-0.010413050807086766,0.00034712251967117247,0.0036792710098034753,-0.05435613909706072
2461,2014-07-10,142.550003,118200,-0.008277853210567954,-0.004349421164165146,0.015222714516533564,-0.027779774932729984
2462,2014-07-11,141.369995,207800,0.009266450069549848,0.007568840898664497,0.015703480784589496,-0.018391392034780685
2463,2014-07-14,142.679993,102800,-0.005186368350887149,-0.00028030559266989385,0.004205256724395978,-0.03462285003055754
2464,2014-07-15,141.940002,204600,0.015217725585209063,0.012751852715910283,0.006270254948989029,-0.02585598103626907
2465,2014-07-16,144.100006,119900,-0.015059076402814342,0.0033309922277171555,-0.014434433819523917,-0.045940386706160186
2466,2014-07-17,141.929993,131200,0.0035933842397921634,0.019657635014467933,-0.02360312242106566,-0.024448574446135574
2467,2014-07-18,142.440002,165900,0.0014040788907037083,0.008073532602169031,-0.034821720937633804,-0.0247121872407724
2468,2014-07-21,142.639999,401500,0.007781835444348406,0.0044868199978045364,-0.020260789541929225,-0.01899892049214047
2469,2014-07-22,143.75,151600,0.005773926956521791,-0.006399986086956466,-0.04883481043478266,-0.024208667826086994
2470,2014-07-23,144.580002,103400,0.0009683151062620521,-0.017706446013190713,-0.05111356963461666,-0.029395489979312628
2471,2014-07-24,144.720001,127900,-0.007808215811164754,-0.04242674791026291,-0.05873410683572344,-0.036207883939967656
2472,2014-07-25,143.589996,115700,-0.002158903883526908,-0.042551710914456864,-0.03482136736043928,-0.019430274237210887
2473,2014-07-28,143.279999,484900,-0.003140682601484368,-0.024637067452799255,-0.031476793910362955,-0.012632593611338616
2474,2014-07-29,142.830002,94400,-0.005671063422655442,-0.04270815595171673,-0.035636749483487495,-0.010221991035188949
2475,2014-07-30,142.020004,152100,-0.024221953972061505,-0.03400930759021814,-0.026404730984235125,-0.004647253777010141
2476,2014-07-31,138.580002,226200,-0.007937696522763882,-0.017029881411027903,-0.007937696522763882,0.02655500755440876
2477,2014-08-01,137.479996,338000,0.016511522156285263,0.008073901893334456,0.0071283897913410055,0.021094043383591776
2478,2014-08-04,139.75,191100,-0.0216100465116279,-0.007012493738819292,-0.005939191413237954,0.008372078711985642
2479,2014-08-05,136.729996,273100,0.003364338575713832,0.007386886780863966,0.023403767231880757,0.01601698284259423
2480,2014-08-06,137.190002,270900,-0.007070493373124931,0.007872308362529168,0.02245063018513549,0.019607864718888424
2481,2014-08-07,136.220001,160600,0.017398289403918188,0.009249706289460313,0.030171788062165694,0.011011598803321032
2482,2014-08-08,138.589996,160300,0.0012988527685648954,-0.000937939272326882,0.006421819941462292,-0.011905577946621948
2483,2014-08-11,138.770004,313300,-0.007422346114510425,0.0010808820038659128,0.01462851438701418,-0.014700640925253583
2484,2014-08-12,137.740005,250900,0.003847821843770083,0.015899433138542474,0.027079975784812804,-0.005808065710466659
2485,2014-08-13,138.270004,112400,-0.00571351686660837,0.014464453186824322,0.02241983734953812,-0.02451724091944041
2486,2014-08-14,137.479996,107600,0.0071283897913410055,0.020730332287760778,0.028222324068150284,-0.012729124606608244
2487,2014-08-15,138.460007,158300,0.0033221939675331935,0.007366668701670687,0.027444661330979336,-0.008161237490042716
2488,2014-08-18,138.919998,258800,0.007270335549529827,0.013533004801799642,0.01050969637935073,-0.015548538951173807
2489,2014-08-19,139.929993,117300,0.0024298650540202082,0.011005560473371867,0.007075002140534581,-0.02829980846207858
2490,2014-08-20,140.270004,129200,0.000427732218500676,0.007841954577829657,-0.009624338500767493,-0.031082910641394235
2491,2014-08-21,140.330002,89000,-0.006057193671243688,0.007339834570799786,-0.0032067055767589503,-0.04674693869098645
2492,2014-08-22,139.479996,134400,0.009463772855284658,0.019931166330116712,-0.012618261044401002,-0.04380557194739243
2493,2014-08-25,140.800003,107700,0.004758508421338625,-0.0029829402773520197,-0.027414779245423793,-0.051136341239992666
2494,2014-08-26,141.470001,110100,-0.0007069060528246407,-0.0038877712314429047,-0.03350537192687231,-0.07061571307969383
2495,2014-08-27,141.369995,227300,-7.069392624636794e-05,-0.017330388955591247,-0.03133616153838015,-0.0582866965511315
2496,2014-08-28,141.360001,128100,0.006366680769901656,-0.010469694323219425,-0.045840378849459684,-0.06055459776064942
